candidate_id,title,field,reviewer_a,reviewer_b,adjudicated_value,adjudication_anchor,adjudication_notes
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,publication_status,Peer-reviewed Brain Communications article; 2021,"Peer-reviewed journal article (Brain Communications, 2021)",Peer-reviewed Brain Communications article; 2021,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for publication_status: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,domain,Alzheimer disease; multimodal imaging and disease-progression simulation,Alzheimer's disease multimodal progression and hypothetical treatment simulation,Alzheimer disease; multimodal imaging and disease-progression simulation,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for domain: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,dataset_or_cohort,Amyloid-positive ADNI longitudinal cohort,Alzheimer's Disease Neuroimaging Initiative (ADNI) amyloid-positive longitudinal cohort,Amyloid-positive ADNI longitudinal cohort,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for dataset_or_cohort: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,sample_scale,"442 individuals and 2,781 longitudinal observations; 71 stable normal, 33 normal converters, 131 MCI, 105 MCI converters and 102 AD; follow-up 0-16 years","442 participants with 2,781 visits/time points over 0-16 years; diagnostic groups reported as 71, 33, 131, 105, and 102 across study strata","442 individuals and 2,781 longitudinal observations; 71 stable normal, 33 normal converters, 131 MCI, 105 MCI converters and 102 AD; follow-up 0-16 years","Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for sample_scale: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,institution_count,ADNI is multisite; exact contributing-site count not reported in the article,Multicenter ADNI observational study; institution count not treated as an independent external split,ADNI is multisite; exact contributing-site count not reported in the article,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for institution_count: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,split_strategy,No held-out intervention split; disease-severity time shift is tested on an independent cohort in supplement; intervention model fitted on the 442-person ADNI cohort,Internal model fitting/evaluation on ADNI with subgroup analyses; no held-out external cohort in this primary study,No held-out intervention split; disease-severity time shift is tested on an independent cohort in supplement; intervention model fitted on the 442-person ADNI cohort,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.","Primary-source adjudication for split_strategy: the main article was inspected; the linked supplement remained inaccessible, so the independent-cohort claim is limited to disease-severity/time-shift validation and not treatment-response validation."
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,observation_process,"Irregular longitudinal MRI, AV45-PET, FDG-PET and seven neuropsychological measures","Irregular longitudinal MRI, amyloid PET (AV45), FDG-PET, and seven clinical/cognitive scores; at least one complete multimodal visit required","Irregular longitudinal MRI, AV45-PET, FDG-PET and seven neuropsychological measures","Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for observation_process: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,missingness,Model estimation requires at least one visit with all modalities; subsequent missing modalities are handled by matching available measures,Follow-up visits may lack modalities and are handled in the longitudinal model; entry requires at least one complete visit,Model estimation requires at least one visit with all modalities; subsequent missing modalities are handled by matching available measures,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for missingness: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,censoring_or_competing_events,Follow-up ranges 0-16 years and diagnosis conversion uses last available follow-up; no explicit informative-dropout/censoring model,Longitudinal dropout is present but no explicit informative-censoring or competing-risk model is reported,Follow-up ranges 0-16 years and diagnosis conversion uses last available follow-up; no explicit informative-dropout/censoring model,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for censoring_or_competing_events: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,state,"Four interpretable latent coordinates for amyloid, metabolism, atrophy and clinical cognition linked to regional observations",Four latent disease components jointly governing imaging and clinical biomarker evolution,"Four interpretable latent coordinates for amyloid, metabolism, atrophy and clinical cognition linked to regional observations","Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for state: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,observation_decoder,Long-term regional biomarker and clinical-score trajectories and simulated trial endpoints,Gaussian observation models decode latent disease state into multimodal imaging and clinical outcomes,Long-term regional biomarker and clinical-score trajectories and simulated trial endpoints,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for observation_decoder: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,action,Amyloid progression reduction at 50% or 100% initiated at selected years before dementia conversion,"Hypothetical amyloid lowering at 50% or 100%, varied by intervention time",Amyloid progression reduction at 50% or 100% initiated at selected years before dementia conversion,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for action: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,action_provenance,Hypothetical irreversible model intervention; not observed treatment assignment,Entirely simulated intervention applied to fitted disease dynamics; no treated patients are used for estimation,Hypothetical irreversible model intervention; not observed treatment assignment,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for action_provenance: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,transition_mechanism,Bayesian latent ordinary differential equation system estimated with stochastic variational inference,Coupled differential-equation disease-progression model with four latent processes and Gaussian decoders,Bayesian latent ordinary differential equation system estimated with stochastic variational inference,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for transition_mechanism: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,maximum_horizon,Interventions from 20 to 1 years before conversion with outcomes at conversion; natural trajectories extrapolate across the disease history,Backward/forward disease-course simulation across approximately 20 years around conversion; observations span 0-16 years,Interventions from 20 to 1 years before conversion with outcomes at conversion; natural trajectories extrapolate across the disease history,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for maximum_horizon: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,rollout_regime,Free ODE integration under natural and modified dynamics,Free-running continuous-time simulation with natural-history and intervention branches,Free ODE integration under natural and modified dynamics,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for rollout_regime: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,capability_claim,Counterfactual: compare placebo/natural progression with alternative amyloid-lowering timing and dose scenarios,Counterfactual: compares unobserved disease trajectories under alternative amyloid-lowering dose and timing scenarios,Counterfactual: compare placebo/natural progression with alternative amyloid-lowering timing and dose scenarios,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for capability_claim: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,baselines,State-of-the-art disease progression time-shift comparator; placebo natural-progression branch,"Natural untreated trajectory, dose/time intervention scenarios, and model variants; no learned action-agnostic comparator distinct from natural history",State-of-the-art disease progression time-shift comparator; placebo natural-progression branch,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for baselines: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,state_fidelity_metrics,Clinical-group disease-severity ordering and biomarker trajectory agreement; independent-cohort time-shift validation noted,Fit to multimodal biomarker trajectories and clinical endpoints; agreement with known disease progression,Clinical-group disease-severity ordering and biomarker trajectory agreement; independent-cohort time-shift validation noted,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for state_fidelity_metrics: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,transition_metrics,No held-out transition-error metric for long-term trajectories; simulated score changes are compared with trial observations,Trajectory-level simulated biomarker/clinical evolution and trial-compatible endpoint effects over intervention timing,No held-out transition-error metric for long-term trajectories; simulated score changes are compared with trial observations,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for transition_metrics: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,rollout_stability,Trajectory means and standard deviations are shown; no drift/constraint-violation evaluation,"Long-range trajectories are plotted, but no explicit drift/constraint-violation metric or out-of-distribution stability audit",Trajectory means and standard deviations are shown; no drift/constraint-violation evaluation,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for rollout_stability: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,action_sensitivity,Explicit placebo versus 50% and 100% lowering across multiple intervention years and sample sizes,Explicit 50% versus 100% amyloid lowering and intervention-time sweeps against no-treatment natural history,Explicit placebo versus 50% and 100% lowering across multiple intervention years and sample sizes,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for action_sensitivity: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,calibration_and_uncertainty,Bayesian posterior/stochastic variational model and trajectory SDs are shown; no formal reliability or interval coverage calibration,Gaussian model uncertainty and simulated group variability are represented; no formal predictive calibration or interval-coverage validation is reported,Bayesian posterior/stochastic variational model and trajectory SDs are shown; no formal reliability or interval coverage calibration,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for calibration_and_uncertainty: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,external_validation,"Independent-cohort validation applies to disease-severity time shift, not treatment effect; supplement details were inaccessible from the stable PMC link",No frozen external cohort in the primary article; a supplementary independent-severity analysis is not treatment validation,An independent cohort is used only for disease-severity/time-shift validation in supplementary analysis; it does not provide frozen validation of the simulated treatment response.,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.","Primary-source adjudication for external_validation: the main article was inspected; the linked supplement remained inaccessible, so the independent-cohort claim is limited to disease-severity/time-shift validation and not treatment-response validation."
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,decision_utility,"Simulated clinical endpoints and power curves inform trial timing, dose and sample-size design",Offline hypothetical trial design and intervention-timing insight; no clinician decision or prospective policy evaluation,"Simulated clinical endpoints and power curves inform trial timing, dose and sample-size design","Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for decision_utility: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,safety_evaluation,"No adverse-effect, toxicity, subgroup worst-case or treatment-hazard model","No adverse-event, treatment-hazard, severity, override, or safety-constraint model","No adverse-effect, toxicity, subgroup worst-case or treatment-hazard model","Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for safety_evaluation: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,statistical_analysis,"Two-sided Wilcoxon-Mann-Whitney tests, two-sided Student t tests, P<0.01 and trajectory standard deviations",Simulation uncertainty and statistically powered endpoint calculations are reported; detailed inferential procedures are in methods/supplement,"Two-sided Wilcoxon-Mann-Whitney tests, two-sided Student t tests, P<0.01 and trajectory standard deviations","Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for statistical_analysis: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,causal_language,"Authors state the model may be interpreted causally if the data capture the disease history, then explicitly caution that unmodeled mechanisms may drive amyloid","Explicitly simulates hypothetical amyloid-treatment outcomes and interprets dose/timing differences as intervention effects, while acknowledging assumptions","Authors state the model may be interpreted causally if the data capture the disease history, then explicitly caution that unmodeled mechanisms may drive amyloid","Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for causal_language: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,estimand,Clinical-score contrast at conversion under specified amyloid-lowering dose and start time versus placebo,Contrast in modeled clinical/biomarker trajectories under no treatment versus 50%/100% amyloid lowering at specified intervention times,Clinical-score contrast at conversion under specified amyloid-lowering dose and start time versus placebo,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for estimand: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,confounding_strategy,Mechanistic ODE constraints only; no measured-confounder adjustment for treatment effects because interventions are hypothetical,No treatment-confounding adjustment because treated outcomes are absent; intervention effects are imposed through mechanistic assumptions,Mechanistic ODE constraints only; no measured-confounder adjustment for treatment effects because interventions are hypothetical,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for confounding_strategy: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,positivity_and_overlap,NA inside the simulator; real-world treatment support/overlap is not evaluated,No empirical treatment positivity/overlap can be evaluated; simulated interventions may lie outside observed treatment support,NA inside the simulator; real-world treatment support/overlap is not evaluated,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for positivity_and_overlap: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,counterfactual_validation,Compatibility with prior trials and independent disease-severity validation; no randomized validation of simulated individual outcomes,Compatibility with historical trial outcomes and biological plausibility only; no randomized treated-data validation,Compatibility with prior trials and independent disease-severity validation; no randomized validation of simulated individual outcomes,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for counterfactual_validation: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,code_access,No public implementation was identified in the paper or targeted repository search,No public implementation identified for this article,No public implementation was identified in the paper or targeted repository search,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for code_access: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,weights_access,Unavailable: no study weights released,No public trained parameters/weights identified,Unavailable: no study weights released,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for weights_access: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,data_access,ADNI data are credentialed through adni.loni.usc.edu,ADNI data are credentialed and available through ADNI governance,ADNI data are credentialed through adni.loni.usc.edu,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for data_access: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,preprocessing_reproducibility,"MRI/PET processing, parcellation, z-score construction and variational model are described; code absence limits reproduction","Equations and cohort preprocessing are described, but absent code/parameters prevent end-to-end reproduction","MRI/PET processing, parcellation, z-score construction and variational model are described; code absence limits reproduction","Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for preprocessing_reproducibility: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,randomness,Stochastic variational inference is used; seeds and repeated model fits are NI,Simulation sampling is described; exact software seeds and repeated fit protocol are not clearly reported,Stochastic variational inference is used; seeds and repeated model fits are NI,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for randomness: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,evidence_anchors,"PMC8168944 Methods: cohort, model overview, simulation and statistics; Results Figs. 3-7 and Table 2; Discussion causal caveat and cohort limitations; Data Availability. Supplement link was present but could not be retrieved.","Methods on ADNI cohort, four-component disease model, Gaussian observation process, and intervention simulation; Results figures on 50%/100% lowering and intervention timing; Discussion explicitly states the hypothetical/model-assumption boundary","Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.","Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.","Primary-source adjudication for evidence_anchors: the main article was inspected; the linked supplement remained inaccessible, so the independent-cohort claim is limited to disease-severity/time-shift validation and not treatment-response validation."
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,appraisal_strengths,Interpretable multimodal dynamics and strong timing/dose perturbation grid tied to trial endpoints and power,"Irregular multimodal trajectories, long free-running disease simulation, explicit no-treatment comparator, dose/timing perturbations, and clear mechanistic equations",Interpretable multimodal dynamics and strong timing/dose perturbation grid tied to trial endpoints and power,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for appraisal_strengths: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,appraisal_limitations,"Intervention effects are model-assumption driven; no formal causal identification, calibration, treatment-hazard model or public code; external validation does not validate intervention response","No treated data, no confounding/overlap identification, internal ADNI evidence only, no formal calibration, code, weights, or safety model; individual counterfactuals are model assumptions","Intervention effects are model-assumption driven; no formal causal identification, calibration, treatment-hazard model or public code; external validation does not validate intervention response","Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.",Primary-source adjudication for appraisal_limitations: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,source_status,full_text_inspected_supplement_access_limited,Primary peer-reviewed full text inspected through PMC XML,Primary peer-reviewed full text inspected through PMC; linked supplementary file remained inaccessible during adjudication.,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.","Primary-source adjudication for source_status: the main article was inspected; the linked supplement remained inaccessible, so the independent-cohort claim is limited to disease-severity/time-shift validation and not treatment-response validation."
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,reviewer_confidence,medium,high,medium,"Brain Communications PMCID PMC8168944: cohort and preprocessing, four-component latent ODE/Gaussian observation model, intervention simulation and statistics, Figs. 3-7 and Table 2, Discussion causal caveat, Data Availability; the linked supplementary PDF could not be retrieved during adjudication.","Primary-source adjudication for reviewer_confidence: the main article was inspected; the linked supplement remained inaccessible, so the independent-cohort claim is limited to disease-severity/time-shift validation and not treatment-response validation."
